Exposure,LicAge,VehAge,Gender,MariStat,SocioCateg,VehUsage,DrivAge,HasKmLimit,BonusMalus,VehBody,VehPrice,VehEngine,VehEnergy,VehMaxSpeed,VehClass,RiskVar,Garage
0.588,125,0,Female,Other,CSP50,Professional,29,0,57,sedan,M,injection overpowered,regular,8,M1,16,None
0.428,94,6,Female,Other,CSP50,Private+trip to office,32,0,95,sedan,G,injection,regular,5,M1,17,None
0.66,292,2,Female,Other,CSP50,Professional,48,0,68,cabriolet,J,injection,regular,8,B,8,None
0.329,452,11,Male,Other,OTHER,Professional run,56,0,50,sedan,N,direct injection overpowered,diesel,8,M2,11,Collective garage
0.916,296,2,Male,Other,OTHER,Professional,43,0,50,sedan,L,direct injection overpowered,diesel,6,M2,13,Private garage
0.5,172,3,Male,Alone,CSP50,Private,33,0,85,sedan,J,direct injection overpowered,diesel,5,M1,11,Private garage
0.5,171,1,Male,Other,CSP50,Professional,32,0,69,station wagon,N,direct injection overpowered,diesel,8,M2,7,Collective garage
0.6,112,2,Female,Alone,CSP50,Private+trip to office,27,0,60,sedan,I,direct injection overpowered,diesel,5,B,15,None
0.573,46,6,Female,Alone,CSP26,Private+trip to office,22,0,95,sedan,C,injection,regular,2,A,8,None
0.643,250,2,Male,Other,CSP50,Private,41,0,100,van,E,injection,diesel,2,M1,11,None
0.5,182,1,Male,Other,CSP50,Private+trip to office,40,0,50,other microvan,K,direct injection overpowered,diesel,5,M1,17,Collective garage
0.916,206,0,Male,Other,CSP1,Professional,36,0,78,sport utility vehicle,M,direct injection overpowered,diesel,4,M2,19,None
0.5,85,4,Male,Alone,CSP50,Private+trip to office,25,1,90,sedan,L,direct injection overpowered,diesel,5,B,17,None
0.871,654,5,Male,Other,CSP60,Private,83,1,50,sedan,M,injection,regular,7,M2,15,None
0.434,186,3,Female,Other,CSP50,Private+trip to office,35,0,90,sedan,I,injection,regular,6,M1,3,None
0.764,356,3,Female,Other,CSP50,Private,48,0,58,sedan,L,direct injection overpowered,diesel,7,M1,16,None
0.916,466,2,Male,Other,CSP50,Professional,59,0,50,sedan,L,direct injection overpowered,diesel,8,M2,19,None
1.0,235,1,Female,Other,CSP50,Private+trip to office,38,0,85,sedan,J,injection,regular,7,B,15,Collective garage
1.0,225,2,Female,Other,CSP50,Private+trip to office,37,1,50,sedan,F,injection,regular,3,B,17,None
0.499,685,5,Male,Other,CSP60,Private,81,0,58,sedan,I,injection,regular,6,B,17,None
0.166,60,1,Male,Other,CSP50,Private,30,0,90,cabriolet,M,injection,regular,8,M1,16,Private garage
0.759,226,0,Female,Other,CSP50,Private+trip to office,37,1,68,microvan,L,direct injection overpowered,diesel,4,M1,20,None
1.0,387,2,Male,Other,CSP50,Professional,50,0,74,other microvan,N,injection,regular,6,H,18,None
1.0,651,6,Male,Other,CSP60,Private,76,0,59,sedan,P,injection,regular,9,H,14,Collective garage
0.833,21,3,Male,Alone,CSP26,Private+trip to office,20,0,100,sedan,D,injection,regular,4,B,10,Collective garage
0.833,440,2,Female,Other,CSP50,Private+trip to office,56,0,50,cabriolet,I,injection,regular,7,B,14,None
0.833,635,2,Male,Other,CSP60,Private,80,0,50,sedan,K,injection,regular,8,M2,15,Private garage
0.583,459,3,Male,Alone,CSP1,Professional,57,0,57,sedan,G,injection,regular,4,A,1,None
0.749,109,4,Male,Other,CSP50,Private,29,0,95,sedan,J,injection,diesel,3,M1,18,None
0.187,97,1,Male,Alone,CSP50,Private,28,0,95,sedan,I,direct injection overpowered,diesel,5,B,19,None
0.749,217,4,Male,Alone,CSP50,Private+trip to office,36,0,72,sedan,F,injection,regular,4,B,10,None
0.539,254,0,Male,Other,CSP50,Professional,46,0,95,sport utility vehicle,R,direct injection overpowered,diesel,6,H,9,Collective garage
0.708,180,2,Female,Alone,CSP55,Private+trip to office,33,0,56,sedan,D,injection,regular,3,A,12,None
0.5,358,3,Male,Alone,CSP50,Private+trip to office,48,0,50,sport utility vehicle,M,injection,regular,4,H,9,Collective garage
0.274,312,1,Male,Other,CSP50,Private+trip to office,45,0,64,sedan,K,direct injection overpowered,diesel,6,M1,12,None
0.749,174,6,Female,Other,CSP50,Private+trip to office,33,0,60,sedan,I,injection,regular,5,M1,18,Collective garage
0.307,318,11,Male,Other,CSP50,Private+trip to office,47,0,58,sedan,G,injection,diesel,4,B,20,None
0.636,334,0,Male,Other,CSP50,Private,51,0,50,sedan,K,injection,regular,8,B,11,None
0.833,670,3,Male,Other,CSP60,Private,75,0,50,sedan,P,injection,regular,8,H,17,Private garage
0.666,445,2,Female,Other,CSP50,Professional run,56,0,50,sedan,L,direct injection overpowered,diesel,5,M1,16,None
0.849,480,3,Female,Other,CSP50,Professional,61,0,65,station wagon,H,injection,regular,3,M1,7,None
0.631,306,2,Female,Other,CSP50,Private,54,0,66,cabriolet,Q,injection overpowered,regular,8,H,15,Private garage
0.871,47,2,Female,Alone,CSP50,Private+trip to office,23,0,95,cabriolet,I,injection,regular,7,B,19,Collective garage
0.654,128,1,Female,Other,CSP55,Professional,29,0,60,sedan,I,direct injection overpowered,diesel,5,B,17,None
0.807,101,1,Female,Alone,CSP50,Private+trip to office,32,0,95,sedan,F,injection,regular,4,B,11,None
0.142,124,1,Male,Other,CSP50,Private+trip to office,28,0,60,cabriolet,L,injection,regular,7,M1,15,Private garage
0.399,284,4,Male,Other,CSP55,Professional,43,0,50,sedan,K,injection,regular,7,M2,20,None
0.75,232,1,Male,Other,CSP50,Professional,38,0,50,sedan,L,injection,regular,5,B,16,None
0.916,246,1,Male,Other,CSP50,Private+trip to office,53,0,50,microvan,L,direct injection overpowered,diesel,6,M2,14,None
0.166,308,11,Male,Other,CSP50,Private,46,0,80,sedan,OTHER,injection,regular,9,H,3,Collective garage
0.249,536,1,Female,Other,CSP42,Professional,67,0,50,sedan,G,direct injection overpowered,diesel,4,B,6,None
0.486,481,2,Male,Other,CSP50,Professional,58,0,50,sport utility vehicle,N,injection,regular,4,0,12,None
0.969,95,1,Male,Other,CSP50,Private,25,0,95,sedan,K,injection,regular,6,B,6,None
0.833,36,5,Female,Alone,CSP55,Private+trip to office,24,0,90,sedan,I,injection,regular,4,M1,13,None
0.75,227,8,Female,Other,CSP50,Private+trip to office,38,0,50,microvan,M,injection overpowered,diesel,4,H,5,None
0.28,159,0,Male,Alone,CSP50,Private+trip to office,32,0,54,cabriolet,L,injection,regular,8,M1,13,Collective garage
0.499,78,3,Female,Alone,CSP50,Private+trip to office,29,0,72,sedan,E,injection,regular,4,A,18,None
0.833,185,4,Male,Alone,CSP50,Private+trip to office,39,1,50,sport utility vehicle,P,injection overpowered,regular,9,M1,18,Collective garage
0.166,235,2,Male,Alone,CSP50,Private,43,0,80,sedan,J,injection,regular,6,0,13,None
0.711,100,0,Male,Alone,CSP26,Private+trip to office,33,0,76,sedan,F,injection,regular,4,B,15,None
1.0,250,2,Female,Other,CSP50,Private+trip to office,61,0,50,sedan,I,injection,regular,6,M1,8,None
0.207,206,3,Male,Other,CSP50,Professional,35,0,50,sedan,I,injection overpowered,diesel,5,M1,6,None
0.349,372,2,Male,Other,CSP60,Private,76,0,50,sedan,L,injection,regular,8,M2,20,None
0.711,445,6,Male,Other,CSP50,Private,72,0,50,sedan,M,injection,regular,7,M2,7,Collective garage
0.25,212,4,Female,Other,CSP66,Private+trip to office,35,1,50,sedan,I,injection,regular,6,B,20,None
0.916,420,1,Female,Other,CSP1,Professional run,55,0,50,sedan,F,injection,regular,3,B,16,None
0.327,241,4,Male,Other,CSP50,Private+trip to office,38,0,50,sport utility vehicle,P,injection overpowered,regular,9,M1,16,Collective garage
0.195,97,0,Male,Alone,CSP50,Private+trip to office,27,0,90,sedan,I,direct injection overpowered,diesel,5,B,16,Collective garage
0.666,100,4,Male,Alone,CSP55,Private,26,0,57,sedan,J,direct injection overpowered,diesel,5,M1,19,None
0.499,182,1,Male,Other,CSP50,Private+trip to office,33,0,85,microvan,L,direct injection overpowered,diesel,5,M1,16,None
0.583,409,11,Male,Other,CSP50,Private,52,1,50,coupe,V,injection,regular,9,H,16,Private garage
0.583,301,1,Male,Other,CSP50,Private+trip to office,43,0,50,van,E,injection,diesel,3,B,17,Private garage
0.5,92,6,Female,Alone,CSP55,Private+trip to office,27,0,85,sedan,E,injection,regular,3,B,7,None
0.166,224,6,Female,Other,CSP50,Private,37,0,54,sedan,D,injection,regular,2,A,15,None
0.132,204,6,Male,Other,CSP50,Private,35,0,50,station wagon,K,injection,regular,7,M2,6,None
0.666,117,2,Male,Other,CSP50,Professional,34,0,75,sedan,G,direct injection overpowered,diesel,4,B,19,None
0.583,94,1,Female,Alone,CSP50,Professional,25,0,76,sedan,G,injection,regular,4,B,17,None
0.169,181,4,Male,Other,CSP55,Private+trip to office,33,0,50,sedan,F,injection,regular,3,A,3,None
0.916,393,0,Female,Alone,CSP66,Professional,51,0,57,sedan,K,injection,regular,4,B,8,None
0.666,200,2,Male,Other,CSP50,Professional,39,0,58,van,J,injection,diesel,1,0,16,None
0.666,511,0,Female,Other,CSP50,Private+trip to office,64,0,50,sedan,E,injection,regular,3,A,15,None
0.631,325,3,Male,Other,CSP55,Private+trip to office,45,0,50,other microvan,J,injection,regular,6,M1,14,None
0.452,431,2,Male,Other,CSP50,Private+trip to office,56,0,50,sedan,L,injection,regular,8,M2,19,Private garage
0.536,82,4,Male,Alone,CSP55,Private,31,0,100,sedan,H,injection,regular,6,M1,19,Collective garage
0.333,316,8,Male,Alone,CSP50,Private,49,0,90,sedan,I,injection,regular,7,M2,16,Private garage
0.749,138,5,Male,Other,CSP50,Private,30,0,68,sedan,N,injection,regular,9,M2,12,None
0.944,64,1,Female,Alone,CSP50,Professional,24,0,76,sedan,F,injection,regular,4,B,18,Collective garage
0.598,368,1,Female,Other,CSP55,Private+trip to office,56,0,50,sedan,L,direct injection overpowered,diesel,5,B,16,None
0.666,134,3,Male,Alone,CSP50,Private+trip to office,29,0,58,sedan,F,injection,regular,5,B,12,None
0.872,522,2,Female,Alone,CSP60,Private,75,0,50,sedan,G,injection,regular,5,B,12,None
0.749,84,2,Female,Other,CSP37,Private,37,0,119,cabriolet,J,injection,regular,8,B,16,None
0.692,299,2,Male,Alone,CSP50,Private+trip to office,47,0,52,sedan,P,injection overpowered,regular,8,H,12,None
0.461,494,4,Female,Other,CSP60,Private,70,1,50,sedan,H,injection,regular,7,B,15,None
0.497,301,0,Male,Other,CSP50,Private+trip to office,45,0,90,sport utility vehicle,R,direct injection overpowered,diesel,7,H,11,Collective garage
0.583,214,8,Female,Other,CSP50,Private+trip to office,37,0,50,sedan,D,injection,regular,3,B,17,None
0.997,26,3,Female,Alone,CSP50,Private+trip to office,25,0,118,sedan,H,injection,diesel,4,M1,20,None
0.75,234,2,Female,Other,CSP50,Private+trip to office,39,1,50,sedan,D,injection,regular,3,A,14,Collective garage
0.49,728,3,Female,Other,CSP60,Private,81,1,50,sedan,E,injection,regular,2,A,7,None
0.796,353,4,Male,Other,CSP55,Private,48,0,50,other microvan,Q,injection,regular,8,H,8,Collective garage
0.749,190,3,Female,Alone,CSP55,Private+trip to office,34,0,64,sedan,E,injection,regular,4,A,20,Collective garage
0.249,416,1,Male,Other,CSP50,Professional,52,0,50,other microvan,N,direct injection overpowered,diesel,5,H,19,Collective garage
0.423,429,2,Female,Other,CSP50,Private+trip to office,54,0,50,sedan,K,direct injection overpowered,diesel,5,B,5,None
0.833,335,1,Male,Other,CSP1,Professional,48,0,50,other microvan,J,injection,regular,5,M1,16,None
0.605,154,5,Male,Other,CSP50,Private,30,0,51,microvan,K,injection,regular,4,M1,5,None
0.352,480,3,Female,Other,CSP1,Professional,65,0,156,sedan,F,injection,regular,4,B,5,None
1.0,630,3,Female,Other,CSP60,Private,74,0,50,sedan,F,injection,diesel,3,B,16,None
0.416,131,3,Male,Other,CSP50,Private+trip to office,28,0,95,sedan,I,direct injection overpowered,diesel,5,B,13,None
0.749,162,3,Male,Alone,CSP50,Private+trip to office,32,0,80,cabriolet,O,injection overpowered,regular,9,H,16,Private garage
0.569,293,4,Male,Other,CSP50,Private+trip to office,45,0,93,sedan,J,injection,regular,7,M2,19,None
0.916,464,8,Female,Other,CSP50,Private+trip to office,58,0,90,sedan,I,injection,regular,7,B,14,None
0.825,392,0,Female,Other,CSP50,Private+trip to office,64,0,64,sedan,K,injection,regular,5,M1,13,None
0.329,4,0,Female,Alone,CSP26,Private+trip to office,21,0,100,sedan,D,injection,regular,2,B,11,None
0.083,179,1,Male,Other,CSP55,Private+trip to office,33,0,60,bus,L,direct injection overpowered,diesel,6,M1,15,None
0.916,54,4,Female,Other,CSP50,Private+trip to office,26,0,80,sedan,H,injection,diesel,4,B,17,None
0.916,122,11,Male,Other,CSP50,Private+trip to office,39,0,100,sedan,M,injection,regular,6,H,15,None
0.833,199,2,Female,Alone,CSP50,Professional,35,0,57,sedan,G,injection,regular,3,B,19,Private garage
0.499,60,1,Female,Alone,CSP50,Private+trip to office,32,0,85,sedan,E,injection,regular,3,B,3,Private garage
0.583,113,3,Female,Other,CSP50,Private,36,0,80,sedan,J,injection,regular,4,B,13,None
0.549,130,3,Female,Other,CSP50,Private+trip to office,29,1,125,sedan,F,injection,regular,5,B,7,None
0.249,237,5,Male,Alone,CSP50,Professional,40,0,60,microvan,P,injection,regular,7,H,13,None
0.558,70,0,Female,Alone,CSP26,Private+trip to office,26,0,85,sedan,G,injection,regular,2,B,16,Collective garage
0.666,343,4,Male,Alone,CSP1,Professional,50,0,95,cabriolet,Q,injection overpowered,regular,8,H,2,Private garage
0.564,105,5,Male,Other,CSP50,Private,27,1,64,sedan,M,injection,regular,8,M2,13,Collective garage
0.083,421,2,Male,Other,CSP60,Private,78,0,50,sedan,O,direct injection overpowered,diesel,7,M1,6,None
0.916,107,0,Male,Other,CSP46,Professional,27,0,85,van,L,direct injection overpowered,diesel,2,0,7,None
0.833,320,2,Male,Other,CSP48,Private,50,0,50,sedan,J,injection,regular,7,B,16,Private garage
0.939,104,0,Female,Other,CSP50,Private+trip to office,28,0,125,sedan,J,direct injection overpowered,diesel,6,M1,15,None
0.749,285,1,Male,Other,CSP50,Professional,41,0,53,sedan,L,direct injection overpowered,diesel,7,M2,19,None
0.916,424,1,Male,Other,CSP60,Private,60,0,50,sedan,O,direct injection overpowered,diesel,8,H,16,Collective garage
0.833,178,1,Female,Other,CSP50,Private,33,0,58,sedan,L,direct injection overpowered,diesel,6,M1,19,None
0.436,250,3,Female,Other,CSP50,Private,41,0,50,sedan,I,injection,regular,8,B,12,Private garage
0.583,230,0,Male,Other,CSP46,Professional,38,0,95,van,K,direct injection overpowered,diesel,1,0,20,None
0.916,417,4,Female,Other,CSP37,Private,59,0,90,sedan,K,injection,regular,6,M1,10,None
0.133,346,11,Female,Other,CSP48,Professional,49,0,50,sedan,D,injection,diesel,3,B,17,None
0.25,506,4,Male,Other,CSP50,Private+trip to office,62,0,65,coupe,M,injection,regular,8,M2,9,Collective garage
0.25,160,2,Female,Alone,CSP50,Private,31,0,90,coupe,E,injection overpowered,regular,1,A,9,None
0.955,666,11,Male,Other,CSP60,Private,73,0,50,sedan,O,injection,diesel,5,H,18,Private garage
0.353,514,2,Male,Other,CSP50,Professional,61,0,50,microvan,L,direct injection overpowered,diesel,5,M1,13,None
0.5,451,4,Female,Alone,CSP50,Private+trip to office,56,0,50,sedan,K,injection,regular,7,M2,13,None
0.666,408,5,Female,Other,CSP37,Private,66,0,50,sedan,F,injection,regular,3,B,7,None
0.583,172,4,Male,Other,CSP50,Private+trip to office,32,0,51,sedan,H,injection,regular,8,M1,15,None
0.833,120,3,Female,Alone,CSP50,Private+trip to office,41,0,95,sedan,D,injection,regular,3,A,14,None
0.833,167,2,Male,Alone,CSP50,Private+trip to office,31,0,60,sedan,K,injection,regular,6,M1,11,None
0.499,145,2,Male,Other,CSP50,Private,37,0,80,sport utility vehicle,Q,direct injection overpowered,diesel,4,H,8,Collective garage
0.833,326,4,Male,Other,CSP50,Private+trip to office,56,0,50,sport utility vehicle,K,injection,regular,4,H,19,None
0.069,173,0,Male,Other,CSP50,Private,32,0,72,microvan,L,direct injection overpowered,diesel,6,M1,17,Collective garage
1.0,400,1,Male,Other,CSP1,Private+trip to office,53,0,50,sedan,P,injection,regular,8,H,7,None
0.666,237,1,Female,Alone,CSP50,Private+trip to office,39,1,72,sedan,E,injection,regular,3,B,16,None
1.0,160,4,Male,Other,CSP50,Private+trip to office,31,0,76,microvan,K,direct injection overpowered,diesel,5,M1,19,None
0.852,526,1,Male,Other,CSP60,Private,66,0,50,sedan,K,injection,regular,7,M2,18,Collective garage
0.572,497,0,Female,Alone,CSP55,Private+trip to office,59,0,50,sedan,F,injection,regular,5,B,15,None
0.5,698,0,Male,Other,CSP60,Private,76,0,50,sedan,K,injection,regular,8,M1,16,None
1.0,502,1,Male,Other,CSP50,Private,61,0,50,sedan,G,injection,regular,5,B,16,None
0.416,131,1,Male,Alone,CSP50,Private,30,1,57,sedan,K,injection,regular,4,B,11,None
1.0,126,2,Male,Alone,CSP42,Private,42,0,68,sedan,L,direct injection overpowered,diesel,5,B,11,None
0.916,228,2,Female,Alone,CSP50,Private+trip to office,37,0,50,station wagon,M,direct injection overpowered,diesel,7,M2,9,None
0.666,145,1,Female,Alone,CSP50,Private+trip to office,30,0,106,sedan,I,injection,regular,4,B,11,None
0.666,93,1,Male,Alone,CSP50,Private+trip to office,27,0,95,sedan,G,injection,regular,4,B,20,None
0.091,435,11,Male,Other,CSP46,Professional,54,0,50,van,G,direct injection overpowered,diesel,4,M1,3,None
0.823,295,3,Female,Other,CSP50,Professional,43,0,108,other microvan,J,injection,regular,6,M1,18,None
0.333,411,1,Female,Other,CSP50,Professional,53,0,50,sedan,L,direct injection overpowered,diesel,6,0,6,None
0.691,129,4,Male,Other,CSP50,Professional run,28,0,58,sedan,N,injection overpowered,regular,8,H,17,None
0.916,433,2,Male,Other,CSP50,Professional,54,0,62,sport utility vehicle,P,direct injection overpowered,diesel,3,H,9,Collective garage
0.483,277,2,Male,Other,CSP1,Private+trip to office,41,0,50,sedan,S,injection,regular,9,H,16,Collective garage
0.916,93,3,Male,Other,CSP50,Private,27,0,112,sport utility vehicle,L,injection,regular,5,H,19,Private garage
0.916,141,2,Male,Other,CSP50,Professional,39,0,60,van,K,direct injection overpowered,diesel,3,0,5,None
0.842,170,3,Female,Alone,CSP50,Private+trip to office,33,0,54,sedan,H,injection,regular,7,B,9,None
1.0,497,6,Male,Other,CSP60,Private,64,1,50,station wagon,I,injection,regular,5,M1,18,Collective garage
0.833,292,0,Male,Other,CSP66,Professional,43,0,50,station wagon,Q,direct injection overpowered,diesel,9,M2,3,Private garage
0.893,493,11,Male,Other,CSP50,Private+trip to office,62,1,50,sedan,G,injection,regular,6,B,20,None
0.883,576,1,Male,Other,CSP60,Private,66,0,50,sedan,O,direct injection overpowered,diesel,8,M2,16,Private garage
1.0,487,1,Male,Other,CSP66,Private+trip to office,59,0,50,coupe,S,injection,regular,9,H,7,Private garage
0.411,240,3,Male,Alone,CSP1,Professional,38,0,54,sport utility vehicle,O,injection,regular,9,M1,17,Private garage
0.814,284,3,Female,Other,CSP50,Private+trip to office,43,0,57,sedan,H,direct injection overpowered,diesel,5,B,19,None
0.583,176,3,Male,Other,CSP50,Private+trip to office,32,0,50,microvan,K,injection,regular,6,M1,12,None
0.426,186,0,Male,Other,CSP1,Professional,33,0,64,station wagon,I,direct injection overpowered,diesel,3,M1,12,None
0.41,133,4,Female,Alone,CSP50,Private+trip to office,31,0,76,sedan,G,injection,diesel,4,B,10,None
0.396,89,1,Male,Other,CSP50,Professional,26,0,76,sedan,H,injection,regular,6,B,19,None
1.0,385,2,Female,Alone,CSP50,Private+trip to office,53,0,53,cabriolet,J,injection,regular,8,B,16,Private garage
0.396,435,5,Male,Other,CSP50,Private+trip to office,55,0,58,cabriolet,O,injection,regular,8,H,17,Private garage
0.916,722,2,Male,Other,CSP60,Private,78,0,50,other microvan,K,injection,regular,5,M1,7,Collective garage
0.5,626,4,Female,Other,CSP60,Private,75,0,50,sedan,I,injection,regular,6,M1,9,Private garage
0.957,87,0,Female,Alone,CSP26,Private+trip to office,26,0,68,sedan,H,direct injection overpowered,diesel,5,B,5,None
0.336,509,11,Female,Alone,CSP60,Private,66,1,50,sedan,H,injection,regular,5,M1,17,Private garage
0.91,292,3,Male,Other,CSP46,Professional,44,0,50,microvan,L,direct injection overpowered,diesel,5,M1,19,None
0.091,87,8,Female,Other,CSP50,Professional,25,0,64,sedan,D,injection,regular,3,B,3,None
0.249,324,3,Male,Other,CSP1,Professional,46,0,50,sedan,M,injection,regular,8,M1,17,None
0.751,104,0,Male,Other,CSP55,Private+trip to office,26,0,68,sedan,I,injection,regular,7,B,12,None
0.583,111,0,Female,Alone,CSP50,Private+trip to office,27,0,100,sedan,H,injection,regular,5,B,15,None
0.945,45,1,Male,Other,CSP50,Private,26,0,100,other microvan,L,direct injection overpowered,diesel,4,M1,12,Collective garage
0.819,593,0,Male,Other,CSP60,Private,67,0,50,sedan,M,direct injection overpowered,diesel,7,M2,12,Private garage
1.0,635,2,Male,Other,CSP60,Private,81,0,50,sedan,J,injection,regular,8,M1,7,Collective garage
0.756,161,1,Male,Other,CSP50,Professional,31,0,50,sedan,J,direct injection overpowered,diesel,6,M1,15,None
0.5,403,0,Male,Other,CSP1,Private,51,0,50,sport utility vehicle,S,injection,regular,5,H,16,Collective garage
0.416,377,2,Female,Other,CSP37,Private,49,0,118,cabriolet,R,injection overpowered,regular,9,H,8,Collective garage
0.217,44,0,Female,Alone,CSP26,Private+trip to office,24,0,100,cabriolet,J,injection,regular,6,B,8,None
0.499,556,2,Male,Other,CSP60,Private,64,0,50,sedan,I,injection,regular,8,B,16,None
1.0,360,6,Female,Other,CSP1,Professional,56,0,50,sedan,H,injection,regular,5,M1,15,None
0.407,162,5,Female,Other,CSP50,Private,39,1,80,sedan,D,injection,regular,3,A,20,None
0.749,222,4,Female,Alone,CSP26,Private+trip to office,38,0,76,sedan,L,direct injection overpowered,diesel,7,M1,16,None
0.17,353,4,Male,Other,CSP50,Private+trip to office,48,0,50,sedan,I,injection,diesel,4,M1,20,Collective garage
0.582,774,1,Male,Other,CSP60,Private,83,0,50,sedan,J,injection,regular,7,M1,16,None
0.469,409,1,Male,Other,CSP50,Private+trip to office,55,0,50,sedan,J,injection,regular,7,M2,18,Collective garage
0.083,114,1,Female,Other,CSP50,Private+trip to office,27,1,62,sedan,I,direct injection overpowered,diesel,5,M1,12,None
0.633,357,0,Female,Other,CSP50,Private+trip to office,49,0,100,sedan,G,injection,regular,4,A,16,None
0.622,131,0,Male,Other,CSP48,Private,36,1,81,sedan,V,injection,regular,9,H,19,Private garage
0.67,1,0,Female,Alone,CSP50,Private+trip to office,22,0,100,sedan,J,direct injection overpowered,diesel,5,M1,19,None
0.997,629,2,Male,Other,CSP60,Private,74,0,50,sedan,O,injection,regular,8,H,15,Private garage
0.333,266,3,Male,Other,CSP50,Professional,41,0,50,sedan,M,injection,regular,8,M2,9,None
0.157,665,6,Male,Other,CSP60,Private,77,1,76,sedan,OTHER,injection,regular,8,H,15,Private garage
0.822,489,6,Female,Other,CSP37,Private,59,0,50,sedan,J,injection overpowered,diesel,5,M1,10,Private garage
0.833,105,1,Female,Alone,CSP50,Private+trip to office,26,1,80,sedan,D,injection,regular,3,B,20,None
0.5,440,0,Male,Other,CSP1,Professional,56,0,50,sedan,P,direct injection overpowered,diesel,8,H,16,None
0.491,357,1,Female,Other,CSP50,Private+trip to office,49,1,50,sedan,F,injection,regular,4,B,19,None
0.728,626,1,Male,Other,CSP60,Private,71,1,50,sedan,I,injection,regular,5,M1,18,None
0.833,295,0,Female,Other,CSP50,Professional,42,0,50,station wagon,K,direct injection overpowered,diesel,6,M1,8,None
0.5,77,1,Female,Other,CSP37,Private,36,0,95,other microvan,H,injection,regular,4,M1,8,None
0.5,71,4,Male,Other,CSP46,Professional,46,0,85,van,L,direct injection overpowered,diesel,3,0,20,None
0.51,316,2,Male,Other,CSP1,Private+trip to office,44,0,50,microvan,L,injection,regular,7,M1,17,Collective garage
1.0,127,5,Male,Other,CSP55,Professional,29,0,76,station wagon,L,injection overpowered,diesel,6,M2,7,None
0.076,393,8,Female,Other,CSP50,Private,51,0,147,sedan,L,injection,regular,7,M2,6,Collective garage
0.49,127,5,Male,Alone,CSP50,Private+trip to office,28,0,95,sedan,C,injection,regular,3,B,20,None
0.916,183,6,Female,Other,CSP1,Professional,40,0,85,sedan,K,injection,regular,7,M2,14,None
0.149,438,5,Female,Other,CSP37,Private,56,0,50,coupe,O,injection overpowered,regular,9,H,4,Collective garage
0.833,66,3,Male,Alone,CSP50,Professional,27,0,85,sport utility vehicle,P,injection overpowered,regular,9,M1,16,Collective garage
0.5,220,0,Male,Alone,CSP50,Private+trip to office,36,0,50,cabriolet,N,injection,regular,9,M1,3,None
0.611,417,0,Female,Other,CSP50,Private+trip to office,53,0,50,sedan,H,direct injection overpowered,diesel,4,B,13,None
0.516,500,4,Male,Other,CSP1,Professional,61,0,148,sedan,O,injection,regular,8,H,5,None
0.744,153,1,Female,Other,CSP50,Professional,34,0,85,sedan,O,direct injection overpowered,diesel,7,M2,8,Collective garage
0.983,21,0,Female,Other,CSP48,Private+trip to office,25,0,100,cabriolet,F,injection overpowered,regular,1,A,12,None
0.499,100,8,Male,Alone,CSP50,Private+trip to office,26,0,106,sedan,J,injection,regular,5,M1,16,None
0.127,337,4,Male,Other,CSP50,Private+trip to office,46,0,51,station wagon,O,direct injection overpowered,diesel,8,M2,9,None
0.166,288,1,Male,Other,CSP50,Professional,53,0,68,van,L,direct injection overpowered,diesel,2,0,15,None
0.333,268,0,Male,Other,CSP1,Professional,41,0,60,microvan,L,injection,regular,7,M2,10,None
0.963,148,2,Male,Alone,CSP50,Private,30,0,56,cabriolet,O,injection overpowered,regular,9,M1,15,Collective garage
0.749,207,8,Male,Other,CSP48,Private,51,0,60,sedan,M,injection,diesel,5,M2,20,None
0.666,287,3,Female,Other,CSP50,Private+trip to office,43,0,50,sport utility vehicle,L,injection,regular,4,H,16,None
0.728,311,3,Female,Other,CSP37,Private,44,0,50,sedan,K,injection,regular,7,M1,16,None
0.916,357,4,Male,Other,CSP55,Private+trip to office,50,0,50,station wagon,I,direct injection overpowered,diesel,3,M1,16,None
0.499,160,1,Male,Alone,CSP46,Professional run,34,0,110,van,K,direct injection overpowered,diesel,10,0,6,None
0.144,213,5,Male,Other,CSP50,Private,58,1,59,coupe,O,injection overpowered,regular,9,M1,12,None
0.5,424,4,Male,Other,CSP50,Professional run,56,0,50,van,F,injection,diesel,2,M1,15,None
0.75,430,1,Male,Other,CSP50,Professional,57,0,61,sedan,O,injection,regular,9,M2,7,Private garage
0.586,167,3,Male,Other,CSP50,Private,39,0,54,sedan,N,direct injection overpowered,diesel,7,M2,10,Collective garage
0.333,205,0,Male,Other,CSP55,Private+trip to office,35,0,50,station wagon,P,injection,regular,9,M2,1,None
0.5,118,0,Female,Other,CSP50,Private+trip to office,29,0,90,sedan,L,direct injection overpowered,diesel,5,B,20,None
0.749,218,5,Female,Alone,CSP50,Private,46,0,85,sedan,D,injection,regular,3,A,20,Collective garage
0.916,539,3,Male,Other,CSP60,Private,68,0,56,sedan,H,injection,regular,3,B,16,Collective garage
0.764,376,1,Male,Other,CSP50,Professional,51,0,50,van,I,direct injection overpowered,diesel,4,M1,3,None
0.275,344,1,Male,Other,CSP50,Private+trip to office,55,0,72,bus,K,injection,regular,7,M1,14,None
0.617,505,1,Female,Other,CSP60,Private,66,0,50,sedan,H,injection,regular,6,M1,17,None
0.532,247,5,Male,Alone,CSP55,Private+trip to office,41,1,50,sedan,G,injection,regular,6,B,19,None
